,37,39,41,59,63,67,75,90,91,99,106,107,116,119,124,129,137,139
570,ñ,ñ,ñ,ñ,ñ,ñ,ñ,n,n,n,n,n,n,n,n,n,n,n
571,ll,ll,ll,ll,ll,ll,ll,ll,ll,ll,l,l,l,l,l,l,ll,l
572,s,z,s,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
573,tt,tt,tt,t,t,tt,tt,t,t,t,t,t,t,t,th,t,th,th
574,tt,tt,tt,tt,tt,tt,tt,tt,tt,tt,t,t,t,t,t,t,t,t
575,ll,ll,ll,ll,ll,ll,ll,ll,ll,ll,l,l,l,ll,l,ll,ll,ll
576,a,a,a,a,a,a,e,e,e,a,a,a,a,a,a,a,a,a
577,Ø,Ø,Ø,y,dd,Ø,y,Ø,Ø,Ø,h,Ø,Ø,h,h,Ø,h,h
578,ei,ei,ei,ei,ei,ei,ei,ei,ei,ei,ei,ei,ei,ei,ei,ei,ei,ei
579,au,au,au,au,au,au,au,au,au,au,au,au,au,au,au,au,au,au
580,a,a,aa,a,a,a,a,a,a,a,aa,aa,aa,aa,aa,aa,aa,aa
581,tu,tu,tu,tu,tu,tu,tu,tu,tu,tu,tu,tu,tu,tu,tu,tu,tu,tu
582,ia,ia,ia,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
583,ia,ia,ia,ia,ea,ea,ia,ee,ee,ia,ea,ia,ea,ia,ja,ia,ia,"ia,i"
584,iƷa,ixa,iƷa,ixa,ie,ie,idda,ie,ie,ya,ia,ia,ia,ia,ia,ia,ia,ia
585,ua,ua,ua,ua,ua,oa,wa,oa,oe,oa,oa,oa,oa,oa,oa,oa,ua,ue
586,ua,ua,ua,uba,uba,ue,uba,we,we,ue,wia,wia,ua,ia,ia,ia,ia,ia
587,ak,ak,ak,ak,ak,ak,ak,ak,ak,ak,ak,ak,ak,ak,ak,ak,ak,ak
588,iak,iak,iak,ek,ek,ek,jek,euk,euk,eak,eak,eak,jak,iak,jak,jak,iak,ik
589,iƷak,ixak,iƷak,iyak,ik,ik,iddek,iek,iak,jak,"iak,jak",iak,iak,jak,iak,jak,iak,ik
590,uak,uak,uak,ok,ok,ok,wek,ouk,ouk,oak,oak,oak,oak,wak,oak,oak,uk,uk
591,uak,uak,uak,uk,uk,uk,ube,wek,wek,"oak,uak",wiak,wiak,uak,iak,iak,iak,iak,ik
592,ek,ek,ek,ek,ak,ak,"ak,ek",ek,ek,ek,ek,ek,ek,ek,ek,ek,ek,ek
593,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,ngo,nko,nko
594,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,ld,lt,lt
595,bat,bat,bat,bat,bat,bat,bet,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat
596,da,da,da,da,da,da,da,de,de,da,da,da,da,da,da,da,da,da
597,bat,bat,bat,bat,bat,bat,bet,bet,bat,bat,bat,bat,bat,bat,bat,bat,bat,bat
598,bat,bat,bat,bat,bat,bat,bet,bet,bet,bat,bat,bat,bat,bat,bat,bat,bat,bat
599,da,,da,da,da,da,da,de,de,da,da,da,da,da,da,da,da,da
600,bat,bat,bat,bat,bat,bat,bet,bet,bet,bat,bat,bat,bat,bat,bat,bat,bat,bat
601,tb,b,"tb,p",b,"p,b",tb,p,p,tp,db,"b,tb",db,p,b,b,b,b,p
602,tb,d,t,d,t,t,d,t,t,d,t,"td,t","d,t","d,t","d,t",d,"td,t",t
603,tg,g,g,g,"g,","tg,g","tg,g","k,g","g,k",dg,g,tg,"tg,g",g,g,g,k,
604,kb,p,p,"b,p","p,b",b,"b,p","b,p",p,gb,kb,kb,gb,gb,gb,gb,kb,kb
605,kd,d,t,d,t,"kd,t","t,d,kd",t,kd,"d,gd","t,kd","t,d,kd","kd,gd","t,gd",t,"gd,d",t,d
606,g,g,g,g,g,g,g,k,k,gg,kg,kg,"k,g","g,k",g,g,g,kg
607,tp,p,p,p,p,p,p,p,tp,tp,p,tp,tp,p,p,p,p,tp
608,tk,,k,k,k,k,"tk,k",k,tk,tk,tk,tk,tk,tk,k,k,tk,tk
609,kp,k,kp,,"kp,p",kp,p,gp,,,p,kp,,,p,p,,
610,t,t,kt,,"kt,t",kt,t,gt,kt,kt,,kt,,kt,kt,kt,,
611,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k
612,sb,sb,,zb,sb,sb,sb,sb,tsb,zb,"sb,zb","sb,tsb",sb,sb,sb,sb,sb,sb
613,sd,"tzd,zd",tzd,zd,sd,tsd,sd,sd,sd,st,sd,"st,sd",sd,sd,sd,sd,sd,sd
614,tzg,sg,tzg,sg,sg,sg,sg,sg,tzg,sg,sg,sg,sg,sg,sg,sg,sg,sg
615,sb,"sb,Ʒb",tzb,"tzb,zb","sb,sp",zb,tzb,"zb,tzb",dzb,zb,zb,zb,zb,"tzb,zb",zb,zb,zb,"tzb,zb"
616,sd,,sd,sd,sd,sd,zd,sdz,dzd,zd,zd,zd,"zd,zt",sd,zt,zd,zd,zd
617,sg,tzg,"tzg,sg",sg,sg,sg,sg,zg,dzg,zg,zg,zg,,zg,zg,,zg,zg
618,tl,l,l,l,l,l,"tl,l",l,"tl,l",dl,l,tl,l,tl,l,l,l,l
619,sn,,sn,sn,sn,sn,sn,sn,sn,zn,"sn,n","sn,n","sn,n","sn,n","n,sn","n,stn",n,"sn,tn,n"
620,tz,s,s,z,z,tz,z,z,"t.z,tz",tz,tz,tz,tz,tz,tz,tz,tz,tz
621,ks,s,s,kz,z,z,"z,gz,kz",z,kz,kz,tz,tz,"tz,gz",gz,tz,kz,ktz,ktz
622,l,Ʒl,l,l,l,zl,l,zl,,,l,"l,tl,zl",l,l,l,l,l,l
623,n,n,zn,"n,zn",n,zn,n,zn,n,n,n,n,"n,zn",n,n,n,n,n
624,tz,s,tz,tz,tz,tz,tz,tz,tz,tz,tz,tz,tz,tz,tz,tz,tz,tz
625,sb,sp,sp,zp,zp,zp,"zp,zb",zp,zp,zb,zb,zb,zp,zp,zp,zp,zp,zp
626,st,zt,st,zt,zt,zt,zt,zt,zt,zt,zt,zt,"zt,zd",zt,zt,zt,zt,zt
627,sk,sk,sk,zk,zg,zg,zg,zk,zk,zg,zg,zg,zg,zg,zg,zg,zk,zk
628,,,,,,,z,zy,"z,zy",,,,h,,h,h,h,h
629,s,z,s,tz,tz,tz,"z,tz",z,z,z,z,z,tz,tz,tz,z,tz,
630,nz,nz,nz,ntz,ntz,ntz,"nz,ntz",ntz,ntz,nz,"nz,ntz",nz,ntz,ntz,ntz,ntz,ntz,ntz
631,rz,rz,rz,rtz,rtz,rz,"rz,rtz",rtz,rz,rz,rz,rtz,rz,rz,rtz,"rz,rtz",rtz,
632,bereizketarik ez,bereizketa,bereizketarik ez,bereizketa,bereizketa,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketa,bereizketa
633,bereizketarik ez,bereizketa,bereizketa,bereizketa,bereizketa,bereizketa,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketa,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez
634,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez
635,bereizketa,bereizketa,bereizketarik ez,bereizketa,bereizketa,bereizketa,bereizketa,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketa,bereizketarik ez,bereizketa,bereizketa,bereizketa,bereizketarik ez,bereizketarik ez
636,bereizketarik ez,bereizketa,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketa,bereizketa,bereizketarik ez,bereizketa,bereizketarik ez,bereizketa,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketa,bereizketa
637,bereizketarik ez,bereizketarik ez,bereizketa,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketa,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez
638,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketa,bereizketarik ez,bereizketarik ez,bereizketa,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez
639,bereizketa,bereizketarik ez,bereizketa,bereizketa,bereizketa,bereizketa,bereizketa,bereizketarik ez,bereizketarik ez,bereizketa,bereizketa,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez
640,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez
641,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez
642,bereizketarik ez,bereizketa,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketa,bereizketa,bereizketarik ez,bereizketarik ez,bereizketa,bereizketa,bereizketa,bereizketa,bereizketa,bereizketa,bereizketa
643,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez
644,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketa,bereizketarik ez,bereizketarik ez,bereizketa,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez
645,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketa,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez
646,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketa,bereizketa
647,bereizketa,bereizketarik ez,bereizketa,bereizketa,bereizketa,bereizketa,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketa,bereizketa,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez
648,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketa,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez,bereizketarik ez
